ID;Strain;RT_s;Compound;Clasificacion;BioTr_label;BioTr_count;MW;LogP;Silicos_class;GI_abs;BBB;Fold_change;p_value;Significance;Mutagenicity;pNOEC;NOEC;NOEC_num;cat;fqs_sol;fqs_gi;fqs_bbb;fqs_pers;fqs_noec;fqs_cin;FQS
307;StrainB;237.845;Allysine;Otro;Estabilidad Máxima;0;145.16;1.61;Soluble;High;No;1.532882606023356;0.00749482882959;Significant Increase;NON-Mutagenic;-2311.0;204856.0;204856.0;OTHER;10;10;10;10;10;10;60
308;StrainB;354.2;3-alpha(S)-Strictosidine;Otro;Estabilidad Máxima;0;530.57;-3.15;Soluble;Low;No;2.485943775100401;0.0383287086674084;Significant Increase;NON-Mutagenic;-2378.0;238657.0;238657.0;OTHER;10;3;10;10;10;10;53
309;StrainC;91.509;Homocysteinesulfinic acid;Otro;Estabilidad Máxima;0;167.18;1.81;Soluble;High;No;80.08823529411764;0.0093952942026821;Significant Increase;NON-Mutagenic;-1067.0;11.68;11.68;OTHER;10;10;10;10;8;10;58
310;StrainC;180.2;Isoglutamine;Otro;Estabilidad Máxima;0;146.14;2.25;Soluble;High;No;2.35045871559633;0.0003463265905105;Significant Increase;NON-Mutagenic;-2661.0;458312.0;458312.0;OTHER;10;10;10;10;10;10;60
311;StrainB;180.2;Isoglutamine;Otro;Estabilidad Máxima;0;146.14;2.25;Soluble;High;No;1.804587155963303;0.0061404486456558;Significant Increase;NON-Mutagenic;-2661.0;458312.0;458312.0;OTHER;10;10;10;10;10;10;60
312;StrainB;245.323;L-Serine-phosphoethanolamine;Polisacaridos y señales de reconocimiento;Estabilidad Moderada;7;228.14;4.14;Soluble;Low;No;2.998153846153845;0.0057658234664632;Significant Increase;NON-Mutagenic;-1487.0;30.67;30.67;POL;10;3;10;7;8;5;43
313;StrainC;327.764;Isomer 1 of 3-(3,4-Dihydroxyphenyl)pyruvic acid;Otro;Estabilidad Máxima;0;196.16;-1.72;Soluble;High;No;2.484476534296029;0.0215182839073315;Significant Increase;NON-Mutagenic;-0.611;4084.0;4084.0;OTHER;10;10;10;10;10;10;60
314;StrainC;338.289;Isomer 2 of 3-(3,4-Dihydroxyphenyl)pyruvic acid;Otro;Estabilidad Máxima;0;196.16;-1.72;Soluble;High;No;2.768802228412256;0.0003104513117182;Significant Increase;NON-Mutagenic;-0.611;4084.0;4084.0;OTHER;10;10;10;10;10;10;60
315;StrainC;448.812;7-Hydroxyoctanoic acid;Otro;Estabilidad Máxima;0;160.21;-1.12;Soluble;High;Yes;4.023598820058996;0.0011867869350539;Significant Increase;NON-Mutagenic;-1902.0;79885.0;79885.0;OTHER;10;10;0;10;10;10;50
316;StrainD;189.897;Hydroxypropionic porphyrin III;Otro;Estabilidad Máxima;0;786.74;-3.59;Soluble;Low;No;2.064590542099193;0.0393963540843275;Significant Increase;Mutagenic;-2172.0;148652.0;148652.0;OTHER;10;3;10;10;10;10;53
317;StrainB;116.643;Symmetric dimethylarginine;Otro;Estabilidad Máxima;0;202.25;1.71;Soluble;High;No;3.327868852459017;0.0456303258138561;Significant Increase;NON-Mutagenic;-2.55;354967.0;354967.0;OTHER;10;10;10;10;10;10;60
318;StrainC;264.867;3-Methylcrotonylglycine;Otro;Estabilidad Máxima;0;157.17;-0.92;Soluble;High;No;1.669147109330281;0.0129978421271701;Significant Increase;Mutagenic;-1423.0;26496.0;26496.0;OTHER;10;10;10;10;10;10;60
319;StrainC;447.9;(-)-trans-3,4-Dihydro-4,8-dihydroxy-3-methyl-1H-2-benzopyran-1-one;Otro;Estabilidad Máxima;0;194.18;-2.2;Soluble;High;No;1.921432933034805;0.0090180039943853;Significant Increase;NON-Mutagenic;-0.844;6989.0;6989.0;OTHER;10;10;10;10;10;10;60
320;StrainC;162.71;S-Cysteinosuccinic acid;Otro;Estabilidad Máxima;0;237.23;1.41;Soluble;Low;No;3.414534288638689;0.008166667016686;Significant Increase;NON-Mutagenic;-0.822;6634.0;6634.0;OTHER;10;3;10;10;10;10;53
321;StrainB;162.71;S-Cysteinosuccinic acid;Otro;Estabilidad Máxima;0;237.23;1.41;Soluble;Low;No;2.553735926305015;0.0365774813574922;Significant Increase;NON-Mutagenic;-0.822;6634.0;6634.0;OTHER;10;3;10;10;10;10;53
322;StrainD;164.016;Aspartyl-L-proline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;230.22;1.32;Soluble;High;No;1.824634655532359;0.0215102596312622;Significant Increase;NON-Mutagenic;-2369.0;233885.0;233885.0;OSM;10;10;10;10;10;10;60
323;StrainC;164.016;Aspartyl-L-proline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;230.22;1.32;Soluble;High;No;2.269311064718163;0.0132176455829291;Significant Increase;NON-Mutagenic;-2369.0;233885.0;233885.0;OSM;10;10;10;10;10;10;60
324;StrainB;164.016;Aspartyl-L-proline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;230.22;1.32;Soluble;High;No;2.417536534446764;0.0044868398047203;Significant Increase;NON-Mutagenic;-2369.0;233885.0;233885.0;OSM;10;10;10;10;10;10;60
325;StrainD;274.9;Biotin;Solubilizadores y transportadores de nutrientes;Estabilidad Moderada;7;244.31;-1.23;Soluble;High;No;1.526157174870566;0.013048832929595;Significant Increase;NON-Mutagenic;0.235;0.582;0.582;SOL;10;10;10;7;2;5;44
326;StrainC;639.2;6-Hydroxymellein;Otro;Estabilidad Máxima;0;194.18;-2.67;Soluble;High;Yes;43.1195652173913;0.0017454991647703;Significant Increase;NON-Mutagenic;-1216.0;16435.0;16435.0;OTHER;10;10;0;10;10;10;50
327;StrainC;421.391;Valproylglycine;Otro;Estabilidad Máxima;0;201.26;-1.8;Soluble;High;Yes;13.53329809725158;0.0092083368212913;Significant Increase;NON-Mutagenic;-1082.0;12068.0;12068.0;OTHER;10;10;0;10;10;10;50
328;StrainB;421.391;Valproylglycine;Otro;Estabilidad Máxima;0;201.26;-1.8;Soluble;High;Yes;2.552854122621564;0.0161946789551067;Significant Increase;NON-Mutagenic;-1082.0;12068.0;12068.0;OTHER;10;10;0;10;10;10;50
329;StrainD;143.1;N-Acetyl-glutamine;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;188.18;0.27;Soluble;High;No;1.754414125200642;0.0295200533089579;Significant Increase;NON-Mutagenic;-2099.0;125614.0;125614.0;AMI;10;10;10;10;10;10;60
330;StrainC;143.1;N-Acetyl-glutamine;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;188.18;0.27;Soluble;High;No;1.679775280898876;0.0111438508705148;Significant Increase;NON-Mutagenic;-2099.0;125614.0;125614.0;AMI;10;10;10;10;10;10;60
331;StrainB;143.1;N-Acetyl-glutamine;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;188.18;0.27;Soluble;High;No;1.797752808988764;0.0241412647777298;Significant Increase;NON-Mutagenic;-2099.0;125614.0;125614.0;AMI;10;10;10;10;10;10;60
332;StrainC;342.812;Gamma-glutamyl-ornithine;Otro;Estabilidad Máxima;0;261.27;3.92;Soluble;Low;No;9.50920245398773;0.0011027109883523;Significant Increase;NON-Mutagenic;-2202.0;159392.0;159392.0;OTHER;10;3;10;10;10;10;53
333;StrainC;184.813;2,4-Dihydroxybutanoic acid;Otro;Estabilidad Máxima;0;120.1;0.34;Soluble;High;No;4.451612903225807;0.0022360076845302;Significant Increase;NON-Mutagenic;-0.978;9501.0;9501.0;OTHER;10;10;10;10;10;10;60
334;StrainB;184.813;2,4-Dihydroxybutanoic acid;Otro;Estabilidad Máxima;0;120.1;0.34;Soluble;High;No;3.798861480075901;0.0270691413410004;Significant Increase;NON-Mutagenic;-0.978;9501.0;9501.0;OTHER;10;10;10;10;10;10;60
335;StrainC;197.7;N-Acetyl-L-glutamate 5-semialdehyde/N-Acetyl-5-Aminolevulinic acid;Otro;Estabilidad Máxima;0;173.17;0.14;Soluble;High;No;5.860600193610843;0.0121674585706808;Significant Increase;Mutagenic;-0.625;4219.0;4219.0;OTHER;10;10;10;10;10;10;60
336;StrainC;269.4;Tyramine O-glucuronide;Otro;Estabilidad Máxima;0;313.3;0.2;Soluble;Low;No;2.593176138215799;0.0017590500345058;Significant Increase;NON-Mutagenic;-0.85;7078.0;7078.0;OTHER;10;3;10;10;10;10;53
337;StrainC;205.6;N5-Acetyl-L-Ornithine;Otro;Estabilidad Máxima;0;174.2;1.13;Soluble;High;No;7.360629921259843;0.0028557808550514;Significant Increase;NON-Mutagenic;-2.58;380.6;380.6;OTHER;10;10;10;10;10;10;60
338;StrainB;176.47;Isomer 1 of N5-Acetyl-L-Ornithine;Otro;Estabilidad Máxima;0;174.2;1.13;Soluble;High;No;2.706221937139192;0.0228634364281522;Significant Increase;NON-Mutagenic;-2.58;380.6;380.6;OTHER;10;10;10;10;10;10;60
339;StrainB;205.6;N5-Acetyl-L-Ornithine;Otro;Estabilidad Máxima;0;174.2;1.13;Soluble;High;No;2.768503937007874;0.0389642005004153;Significant Increase;NON-Mutagenic;-2.58;380.6;380.6;OTHER;10;10;10;10;10;10;60
340;StrainC;185.326;Phenylalanyl-Serine;Otro;Estabilidad Máxima;0;252.27;1.14;Soluble;High;No;1.278385514900038;0.0270313384464374;Significant Increase;NON-Mutagenic;-2.45;281666.0;281666.0;OTHER;10;10;10;10;10;10;60
341;StrainC;181.697;Isomer 1 of 3-Mercaptolactate-cysteine disulfide;Otro;Estabilidad Máxima;0;241.29;0.73;Soluble;Low;No;8.38364539549102;0.0461919519703905;Significant Increase;NON-Mutagenic;1082.0;0.083;0.083;OTHER;10;3;10;10;2;10;45
342;StrainB;181.697;Isomer 1 of 3-Mercaptolactate-cysteine disulfide;Otro;Estabilidad Máxima;0;241.29;0.73;Soluble;Low;No;1.826518914787925;0.0388367123107044;Significant Increase;NON-Mutagenic;1082.0;0.083;0.083;OTHER;10;3;10;10;2;10;45
343;StrainC;103.8;4-Hydroxy-L-threonine;Cofactores y vitaminas;Estabilidad Moderada;5;135.12;2.03;Soluble;Low;No;2.181512605042017;0.0132188847335696;Significant Increase;NON-Mutagenic;-1244.0;17555.0;17555.0;COF;10;3;10;7;10;5;45
344;StrainC;385.885;3-Hydroxyisoheptanoic acid;Otro;Estabilidad Máxima;0;146.18;-0.98;Soluble;High;Yes;15.21169916434541;0.009936811195931;Significant Increase;NON-Mutagenic;-2227.0;168765.0;168765.0;OTHER;10;10;0;10;10;10;50
345;StrainC;398.785;Isomer 2 of 3-Hydroxyisoheptanoic acid;Otro;Estabilidad Máxima;0;146.18;-0.98;Soluble;High;Yes;3.503290777892317;0.012281285398238;Significant Increase;NON-Mutagenic;-2227.0;168765.0;168765.0;OTHER;10;10;0;10;10;10;50
346;StrainC;188.3;2-Dehydro-3-deoxy-galactonic acid;Otro;Estabilidad Máxima;0;178.14;0.84;Soluble;Low;No;9.852272727272728;0.003345122924721;Significant Increase;NON-Mutagenic;-0.656;4526.0;4526.0;OTHER;10;3;10;10;10;10;53
347;StrainD;270.7;6-Acetamido-2-oxohexanoic acid;Otro;Estabilidad Máxima;0;187.19;-0.31;Soluble;High;No;1.280414620840153;0.027734006659123;Significant Increase;NON-Mutagenic;-2.0;100099.0;100099.0;OTHER;10;10;10;10;10;10;60
348;StrainC;290.1;Pyrimidodiazepine;Otro;Estabilidad Máxima;0;221.22;-1.35;Soluble;High;No;5.437875751503006;0.0064726640301643;Significant Increase;Mutagenic;-2252.0;178602.0;178602.0;OTHER;10;10;10;10;10;10;60
349;StrainC;343.0;3-Methoxyanthranilic acid;Otro;Estabilidad Máxima;0;167.16;-2.13;Soluble;High;No;3.623389494549058;0.0059663259033283;Significant Increase;NON-Mutagenic;-0.784;6.08;6.08;OTHER;10;10;10;10;5;10;55
350;StrainB;343.0;3-Methoxyanthranilic acid;Otro;Estabilidad Máxima;0;167.16;-2.13;Soluble;High;No;1.809712586719525;0.0191191075203427;Significant Increase;NON-Mutagenic;-0.784;6.08;6.08;OTHER;10;10;10;10;5;10;55
351;StrainC;149.648;Aspartyl-Glycine;Otro;Estabilidad Máxima;0;190.15;2.22;Soluble;Low;No;2.599437807449051;0.0066247903048657;Significant Increase;NON-Mutagenic;-2444.0;277848.0;277848.0;OTHER;10;3;10;10;10;10;53
352;StrainC;113.585;L-beta-aspartyl-L-glycine;Otro;Estabilidad Máxima;0;190.15;2.22;Soluble;Low;No;6.943972835314091;0.0091588515751639;Significant Increase;NON-Mutagenic;-0.579;3791.0;3791.0;OTHER;10;3;10;10;10;10;53
353;StrainB;113.585;L-beta-aspartyl-L-glycine;Otro;Estabilidad Máxima;0;190.15;2.22;Soluble;Low;No;2.636672325976231;0.0421191139234936;Significant Increase;NON-Mutagenic;-0.579;3791.0;3791.0;OTHER;10;3;10;10;10;10;53
354;StrainC;277.884;Aspartyl-Leucine;Otro;Estabilidad Máxima;0;246.26;1.46;Soluble;High;No;4.31060606060606;0.0052105109539952;Significant Increase;NON-Mutagenic;-2237.0;172.54;172.54;OTHER;10;10;10;10;10;10;60
355;StrainC;532.846;N-Lauroylglycine;Otro;Estabilidad Máxima;0;257.37;-3.29;Moderately soluble;High;Yes;8.253822629969418;0.0119508183250781;Significant Increase;NON-Mutagenic;-1093.0;12377.0;12377.0;OTHER;5;10;0;10;10;10;45
356;StrainD;160.1;N-Acetyl-DL-serine;Otro;Estabilidad Máxima;0;147.13;0.28;Soluble;High;No;1.910326086956522;0.0427984608552941;Significant Increase;NON-Mutagenic;-0.71;5126.0;5126.0;OTHER;10;10;10;10;10;10;60
357;StrainC;160.1;N-Acetyl-DL-serine;Otro;Estabilidad Máxima;0;147.13;0.28;Soluble;High;No;3.118206521739131;0.0134838946006917;Significant Increase;NON-Mutagenic;-0.71;5126.0;5126.0;OTHER;10;10;10;10;10;10;60
358;StrainB;160.1;N-Acetyl-DL-serine;Otro;Estabilidad Máxima;0;147.13;0.28;Soluble;High;No;2.320652173913044;0.0012614649626532;Significant Increase;NON-Mutagenic;-0.71;5126.0;5126.0;OTHER;10;10;10;10;10;10;60
359;StrainD;228.7;(2R,3R,4R)-2-Amino-4-hydroxy-3-methylpentanoic acid;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;147.17;1.22;Soluble;High;No;1.659221789883269;0.0018050699081749;Significant Increase;NON-Mutagenic;-1136.0;13663.0;13663.0;AMI;10;10;10;10;10;10;60
360;StrainC;228.7;(2R,3R,4R)-2-Amino-4-hydroxy-3-methylpentanoic acid;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;147.17;1.22;Soluble;High;No;3.31284046692607;0.0402851766954244;Significant Increase;NON-Mutagenic;-1136.0;13663.0;13663.0;AMI;10;10;10;10;10;10;60
361;StrainB;228.7;(2R,3R,4R)-2-Amino-4-hydroxy-3-methylpentanoic acid;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;147.17;1.22;Soluble;High;No;1.580389105058366;0.0496753378548009;Significant Increase;NON-Mutagenic;-1136.0;13663.0;13663.0;AMI;10;10;10;10;10;10;60
362;StrainC;212.599;Isomer 1 of N1,N8-Diacetylspermidine;Otro;Estabilidad Máxima;0;229.32;-0.22;Soluble;High;No;3.822632423756019;0.0137680849314739;Significant Increase;NON-Mutagenic;-2458.0;287.28;287.28;OTHER;10;10;10;10;10;10;60
363;StrainC;426.976;(+/-)-N-Methylsalsolinol;Otro;Estabilidad Máxima;0;193.24;-2.29;Soluble;High;Yes;6.132885906040269;0.0133161621566598;Significant Increase;NON-Mutagenic;-2514.0;326499.0;326499.0;OTHER;10;10;0;10;10;10;50
364;StrainC;212.7;5'-Methylthioadenosine;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;297.33;-1.65;Soluble;Low;No;7.930870083432658;0.0028796311456608;Significant Increase;NON-Mutagenic;-0.697;4983.0;4983.0;AMI;10;3;10;10;10;10;53
365;StrainD;150.7;D-Glyceric acid;Otro;Estabilidad Máxima;0;106.08;0.59;Soluble;High;No;3.169230769230769;0.015294127517889;Significant Increase;NON-Mutagenic;-1033.0;10785.0;10785.0;OTHER;10;10;10;10;10;10;60
366;StrainC;150.7;D-Glyceric acid;Otro;Estabilidad Máxima;0;106.08;0.59;Soluble;High;No;3.958974358974359;0.0068728401723798;Significant Increase;NON-Mutagenic;-1033.0;10785.0;10785.0;OTHER;10;10;10;10;10;10;60
367;StrainB;279.2;Canavanine;Otro;Estabilidad Máxima;0;176.17;2.41;Soluble;Low;No;2.242457689477557;0.0483077336395078;Significant Increase;NON-Mutagenic;-2607.0;404767.0;404767.0;OTHER;10;3;10;10;10;10;53
368;StrainD;120.147;D-Glucosamine;Otro;Estabilidad Máxima;0;179.17;1.32;Soluble;Low;No;1.329388560157791;0.0008182637964163;Significant Increase;NON-Mutagenic;-2254.0;179303.0;179303.0;OTHER;10;3;10;10;10;10;53
369;StrainB;120.147;D-Glucosamine;Otro;Estabilidad Máxima;0;179.17;1.32;Soluble;Low;No;1.952005259697567;0.0208734689634824;Significant Increase;NON-Mutagenic;-2254.0;179303.0;179303.0;OTHER;10;3;10;10;10;10;53
370;StrainC;164.162;(S)-Dihydroorotic Acid;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;2;158.11;0.2;Soluble;High;No;2.126535626535627;0.0445522200608657;Significant Increase;NON-Mutagenic;-0.742;5518.0;5518.0;AMI;10;10;10;10;10;10;60
371;StrainC;199.5;Mevalonic acid;Otro;Estabilidad Máxima;0;148.16;0.16;Soluble;High;No;22.27447956823439;0.0191950553817074;Significant Increase;NON-Mutagenic;-2237.0;172613.0;172613.0;OTHER;10;10;10;10;10;10;60
372;StrainC;252.4;(R)-Pantoic acid;Cofactores y vitaminas;Estabilidad Máxima;0;148.16;-0.36;Soluble;High;No;8.974056603773585;0.0012453623284159;Significant Increase;NON-Mutagenic;-1777.0;59.85;59.85;COF;10;10;10;10;8;10;58
373;StrainD;138.8;3-Dehydro-L-gulonic acid;Otro;Estabilidad Máxima;0;194.14;1.07;Soluble;Low;No;2.669450690652103;0.010269645529982;Significant Increase;NON-Mutagenic;-1036.0;10872.0;10872.0;OTHER;10;3;10;10;10;10;53
374;StrainC;138.8;3-Dehydro-L-gulonic acid;Otro;Estabilidad Máxima;0;194.14;1.07;Soluble;Low;No;3.23321554770318;0.0020852036023783;Significant Increase;NON-Mutagenic;-1036.0;10872.0;10872.0;OTHER;10;3;10;10;10;10;53
375;StrainC;162.4;4-Methylene-L-glutamic acid;Otro;Estabilidad Máxima;0;159.14;1.29;Soluble;High;No;7.649280575539567;0.0045406495929776;Significant Increase;NON-Mutagenic;-0.624;4203.0;4203.0;OTHER;10;10;10;10;10;10;60
376;StrainD;107.6;D-Fructuronic acid;Otro;Estabilidad Máxima;0;194.14;0.37;Soluble;Low;No;1.597222222222222;0.0273117728525763;Significant Increase;NON-Mutagenic;-1203.0;15.97;15.97;OTHER;10;3;10;10;8;10;51
377;StrainB;89.5;N-Methyl-L-glutamic acid;Otro;Estabilidad Máxima;0;161.16;1.38;Soluble;High;No;1.292461398728429;0.0275216610424433;Significant Increase;NON-Mutagenic;-1363.0;23088.0;23088.0;OTHER;10;10;10;10;10;10;60
378;StrainC;188.938;Theanine;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;174.2;1.73;Soluble;High;No;3.772916666666666;0.004885416212021;Significant Increase;NON-Mutagenic;-2683.0;481658.0;481658.0;AMI;10;10;10;10;10;10;60
379;StrainC;188.921;O-Acetyl-L-homoserine;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;161.16;1.89;Soluble;High;No;3.31413612565445;0.0052585908590493;Significant Increase;NON-Mutagenic;-2018.0;104225.0;104225.0;AMI;10;10;10;10;10;10;60
380;StrainB;188.921;O-Acetyl-L-homoserine;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;161.16;1.89;Soluble;High;No;2.416230366492147;0.0356362980373119;Significant Increase;NON-Mutagenic;-2018.0;104225.0;104225.0;AMI;10;10;10;10;10;10;60
381;StrainC;222.5;O-Succinyl-L-homoserine;Otro;Estabilidad Máxima;0;219.19;1.65;Soluble;High;No;5.428380187416332;0.0115473159506322;Significant Increase;NON-Mutagenic;-2089.0;122608.0;122608.0;OTHER;10;10;10;10;10;10;60
382;StrainD;358.3;S-Adenosylmethioninamine;Otro;Estabilidad Máxima;0;355.44;-1.4;Soluble;Low;No;1.665086887835703;0.0344493528189052;Significant Increase;Mutagenic;-2228.0;169146.0;169146.0;OTHER;10;3;10;10;10;10;53
383;StrainB;358.3;S-Adenosylmethioninamine;Otro;Estabilidad Máxima;0;355.44;-1.4;Soluble;Low;No;1.613349131121643;0.0393271003923159;Significant Increase;Mutagenic;-2228.0;169146.0;169146.0;OTHER;10;3;10;10;10;10;53
384;StrainC;171.0;(3S)-3,6-Diaminohexanoic acid;Otro;Estabilidad Máxima;0;146.19;1.89;Soluble;High;No;37.53164556962025;0.0046418264386568;Significant Increase;NON-Mutagenic;-2046.0;111102.0;111102.0;OTHER;10;10;10;10;10;10;60
385;StrainC;147.119;Isomer 1 of 7,8-Dihydro-7,8-dihydroxykynurenic acid;Otro;Estabilidad Máxima;0;223.18;-1.61;Soluble;High;No;3.415911379657603;0.046439590957977;Significant Increase;Mutagenic;-0.575;3758.0;3758.0;OTHER;10;10;10;10;10;10;60
386;StrainC;396.748;3-Hydroxy-2-methylpyridine-5-carboxylic acid;Otro;Estabilidad Máxima;0;153.14;-1.39;Soluble;High;No;6.734962406015037;0.0090015388137478;Significant Increase;NON-Mutagenic;-0.493;3112.0;3112.0;OTHER;10;10;10;10;10;10;60
387;StrainB;396.748;3-Hydroxy-2-methylpyridine-5-carboxylic acid;Otro;Estabilidad Máxima;0;153.14;-1.39;Soluble;High;No;2.325187969924812;0.0261676235534998;Significant Increase;NON-Mutagenic;-0.493;3112.0;3112.0;OTHER;10;10;10;10;10;10;60
388;StrainD;113.9;L-Fuconic acid;Otro;Estabilidad Máxima;0;180.16;0.77;Soluble;Low;No;1.580749385156966;0.0371935473525603;Significant Increase;NON-Mutagenic;-1241.0;17401.0;17401.0;OTHER;10;3;10;10;10;10;53
389;StrainC;286.5;D-Lombricine;Otro;Estabilidad Máxima;0;270.18;2.89;Soluble;Low;No;1.811605476042315;0.0051813511198088;Significant Increase;Mutagenic;-1407.0;25498.0;25498.0;OTHER;10;3;10;10;10;10;53
390;StrainC;400.41;Homocystine;Otro;Estabilidad Máxima;0;268.35;2.59;Soluble;Low;No;199.9;0.0037581132186302;Significant Increase;NON-Mutagenic;1.02;0.096;0.096;OTHER;10;3;10;10;2;10;45
391;StrainD;265.6;3-Ethylmalic acid;Otro;Estabilidad Máxima;0;162.14;-0.33;Soluble;High;No;1.215476699444207;0.0464516538001377;Significant Increase;NON-Mutagenic;-0.778;6004.0;6004.0;OTHER;10;10;10;10;10;10;60
392;StrainC;265.6;3-Ethylmalic acid;Otro;Estabilidad Máxima;0;162.14;-0.33;Soluble;High;No;3.012398460880718;0.0004521666260362;Significant Increase;NON-Mutagenic;-0.778;6004.0;6004.0;OTHER;10;10;10;10;10;10;60
393;StrainC;400.012;3-Oxohexanoic acid;Otro;Estabilidad Máxima;0;130.14;-0.68;Soluble;High;Yes;17.55681818181818;0.0205725049783608;Significant Increase;NON-Mutagenic;-1.69;48932.0;48932.0;OTHER;10;10;0;10;10;10;50
394;StrainC;326.7;Methylitaconic acid;Otro;Estabilidad Máxima;0;144.13;-0.8;Soluble;High;No;2.428906200519349;0.0053492872843437;Significant Increase;NON-Mutagenic;-0.609;4066.0;4066.0;OTHER;10;10;10;10;10;10;60
395;StrainC;581.121;3-Oxododecanoic acid;Otro;Estabilidad Máxima;0;214.3;-2.85;Soluble;High;Yes;48.94915254237289;0.0040812724630468;Significant Increase;NON-Mutagenic;-1998.0;99507.0;99507.0;OTHER;10;10;0;10;10;10;50
396;StrainC;552.62;Isomer 1 of 3-Oxododecanoic acid;Otro;Estabilidad Máxima;0;214.3;-2.85;Soluble;High;Yes;2.554046997389034;0.008826607003923;Significant Increase;NON-Mutagenic;-1998.0;99507.0;99507.0;OTHER;10;10;0;10;10;10;50
397;StrainC;243.3;(R)-2-Ethylmalic acid;Otro;Estabilidad Máxima;0;162.14;-0.19;Soluble;High;No;4.887884267631103;0.005616516771147;Significant Increase;NON-Mutagenic;-1055.0;11346.0;11346.0;OTHER;10;10;10;10;10;10;60
398;StrainC;281.9;N-Formylmethionine;Otro;Estabilidad Máxima;0;177.22;-0.66;Soluble;High;No;3.404483430799222;0.0018745547147074;Significant Increase;NON-Mutagenic;0.442;0.362;0.362;OTHER;10;10;10;10;2;10;52
399;StrainD;243.0;5-Acetamidopentanoic acid;Otro;Estabilidad Máxima;0;159.18;-0.27;Soluble;High;No;1.555555555555555;0.0320403441778475;Significant Increase;NON-Mutagenic;-3178.0;1506191.0;1506191.0;OTHER;10;10;10;10;10;10;60
400;StrainC;243.0;5-Acetamidopentanoic acid;Otro;Estabilidad Máxima;0;159.18;-0.27;Soluble;High;No;11.76470588235294;0.0250348399844139;Significant Increase;NON-Mutagenic;-3178.0;1506191.0;1506191.0;OTHER;10;10;10;10;10;10;60
401;StrainB;243.0;5-Acetamidopentanoic acid;Otro;Estabilidad Máxima;0;159.18;-0.27;Soluble;High;No;2.555555555555555;0.0442256517922824;Significant Increase;NON-Mutagenic;-3178.0;1506191.0;1506191.0;OTHER;10;10;10;10;10;10;60
402;StrainD;265.966;Isomer 1 of (R)-1-Aminopropan-2-ol;Otro;Estabilidad Máxima;0;75.11;0.37;Soluble;High;No;2.441631947173964;0.0094574685555723;Significant Increase;Mutagenic;-2136.0;136663.0;136663.0;OTHER;10;10;10;10;10;10;60
